symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
CFCO,CFCO#005,manual_verified_historical_identity,CF Corp,merger_or_acquisition_lead,2017-11-20,,https://www.sec.gov/Archives/edgar/data/1668428/000114420417061977/tv480509_8k.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2017-12-01; terminal_date=2017-11-20; days_to_original_last=10; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
ENTO,ENTO#001,manual_verified_historical_identity,"Entero Therapeutics, Inc.",merger_or_acquisition_lead,2025-12-01,,https://www.sec.gov/Archives/edgar/data/1604191/000110465925118524/tm2532710d1_8k.htm,"SEC triage medium_confidence_lead score=82; review_form; inside_symbol_era; symbol_token_in_entity; form=10-Q. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-12-04; terminal_date=2025-12-01; days_to_original_last=-3; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|direct_ticker_evidence|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
ESGRO,ESGRO#001,manual_verified_historical_identity,Enstar Group LTD,going_private_lead,2025-07-02,,https://www.sec.gov/Archives/edgar/data/1363829/000110465925065337/tm2519642d2_8k.htm,"SEC triage high_confidence_lead score=110; deal_form; inside_symbol_era; symbol_token_in_entity; form=SC 13E3/A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-07-02; terminal_date=2025-07-02; days_to_original_last=9; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|direct_ticker_evidence|event_language|going_private_form|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
PRCP,PRCP#002,manual_verified_historical_identity,PERCEPTRON INC/MI,merger_or_acquisition_lead,2020-12-21,,https://www.sec.gov/Archives/edgar/data/887226/000117184320008665/f8k_122120.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2020-12-21; terminal_date=2020-12-21; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
SMTX,SMTX#003,manual_verified_historical_identity,SMTC CORP,merger_or_acquisition_lead,2021-04-05,,https://www.sec.gov/Archives/edgar/data/1108320/000156459021017517/smtx-8k_20210405.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-04-05; terminal_date=2021-04-05; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
ALQA,ALQA#001,manual_verified_historical_identity,"Alliqua BioMedical, Inc.",merger_or_acquisition_lead,2019-05-03,,https://www.sec.gov/Archives/edgar/data/1054274/000143774919009338/adyn20190508_8k.htm,"SEC triage medium_confidence_lead score=95; deal_form; inside_symbol_era; no_entity_match; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2019-05-09; terminal_date=2019-05-03; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
CAHC,CAHC#001,manual_verified_historical_identity,CA Healthcare Acquisition Corp.,merger_or_acquisition_lead,2021-09-28,,https://www.sec.gov/Archives/edgar/data/1832352/000110465921120367/tm2128730d1_8k.htm,"SEC triage high_confidence_lead score=115; deal_form; inside_symbol_era; query_alias_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-09-29; terminal_date=2021-09-28; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
HCCO,HCCO#001,manual_verified_historical_identity,Healthcare Merger Corp.,merger_or_acquisition_lead,2020-10-30,,https://www.sec.gov/Archives/edgar/data/1791091/000121390020035335/ea129227-8k_soctelemed.htm,"SEC triage high_confidence_lead score=114; deal_form; inside_symbol_era; query_alias_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2020-11-05; terminal_date=2020-10-30; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
KURI,KURI#001,manual_verified_historical_identity,ALKURI GLOBAL ACQUISITION CORP.,merger_or_acquisition_lead,2021-10-21,,https://www.sec.gov/Archives/edgar/data/1836967/000110465921128695/tm2130781d1_8k.htm,"SEC triage high_confidence_lead score=114; deal_form; inside_symbol_era; query_alias_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-10-22; terminal_date=2021-10-21; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
HLXB,HLXB#001,manual_verified_historical_identity,Helix Acquisition Corp. II,merger_or_acquisition_lead,2025-08-11,,https://www.sec.gov/Archives/edgar/data/1869105/000121390025075190/ea0250662-8k_bridge.htm,"SEC triage high_confidence_lead score=120; deal_form; inside_symbol_era; symbol_token_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-08-13; terminal_date=2025-08-11; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|direct_ticker_evidence|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
THMA,THMA#001,manual_verified_historical_identity,Thimble Point Acquisition Corp.,merger_or_acquisition_lead,2021-12-03,,https://www.sec.gov/Archives/edgar/data/1835567/000119312521350485/d229891d8k.htm,"SEC triage high_confidence_lead score=114; deal_form; inside_symbol_era; query_alias_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-12-08; terminal_date=2021-12-03; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
CVETV,CVETV#001,manual_verified_historical_identity,"COVETRUS, INC.",merger_or_acquisition_lead,2019-02-04,,https://www.sec.gov/Archives/edgar/data/1752836/000119312519028360/d701537d425.htm,"SEC triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=425; filed_at=2019-02-05; terminal_date=2019-02-04; days_to_original_last=3; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
RACA,RACA#001,manual_verified_historical_identity,Therapeutics Acquisition Corp.,merger_or_acquisition_lead,2021-06-30,,https://www.sec.gov/Archives/edgar/data/1811764/000110465921087795/tm2121132d1_8k.htm,"SEC triage high_confidence_lead score=110; deal_form; inside_symbol_era; query_alias_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-07-01; terminal_date=2021-06-30; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
FTII,FTII#001,manual_verified_historical_identity,FutureTech II Acquisition Corp.,merger_or_acquisition_lead,2025-02-26,,https://www.sec.gov/Archives/edgar/data/1889450/000164117225003707/form8-k.htm,"SEC triage high_confidence_lead score=119; deal_form; inside_symbol_era; symbol_token_in_entity; form=S-4. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-04-11; terminal_date=2025-02-26; days_to_original_last=-1; bucket=terminal_text_verified_ready; flags=actual_terminal_language|delisting_language|direct_ticker_evidence|event_language|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
PLMJ,PLMJ#001,manual_verified_historical_identity,Plum Acquisition Corp. III,merger_or_acquisition_lead,2025-01-27,,https://www.sec.gov/Archives/edgar/data/1845550/000121390025008045/ea0229160-8k425_plumacq3.htm,"SEC triage high_confidence_lead score=116; deal_form; inside_symbol_era; symbol_token_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=425; filed_at=2025-01-30; terminal_date=2025-01-27; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|delisting_language|direct_ticker_evidence|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
ELYS,ELYS#001,manual_verified_historical_identity,"Elys Game Technology, Corp.",trading_commencement_or_symbol_lifecycle_lead,2020-11-06,,https://www.sec.gov/Archives/edgar/data/1080319/000101738620000486/elys_2020sept30-10q.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=4
FNJN,FNJN#002,manual_verified_historical_identity,"FINJAN HOLDINGS, INC.",operating_lifecycle_terminal_lead,2020-07-24,,https://www.sec.gov/Archives/edgar/data/1366340/000110465920086228/tm2025414d2_8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
ORGS,ORGS#001,manual_verified_historical_identity,Orgenesis Inc.,trading_commencement_or_symbol_lifecycle_lead,2018-03-13,,https://www.sec.gov/Archives/edgar/data/1460602/000106299318001667/form10q.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
AKU,AKU#001,manual_verified_historical_identity,AKUMIN INC.,operating_lifecycle_terminal_lead,2023-10-26,,https://www.sec.gov/Archives/edgar/data/1776197/000177619723000031/aku-20230930.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=80; review_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
AMLI,AMLI#001,manual_verified_historical_identity,American Lithium Corp.,trading_commencement_or_symbol_lifecycle_lead,2023-01-10,,https://www.sec.gov/Archives/edgar/data/1699880/000117184323000527/exh_991.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
OOTO,OOTO#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2021-06-10,,https://www.sec.gov/Archives/edgar/data/1424958/000119312521186964/d101909d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
CHRO,CHRO#001,manual_verified_historical_identity,Chromocell Therapeutics Corp,trading_commencement_or_symbol_lifecycle_lead,2024-02-21,,https://www.sec.gov/Archives/edgar/data/1919246/000175392624000740/g084167_10k.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-6
EVAV,EVAV#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2022-08-11,,https://www.sec.gov/Archives/edgar/data/1424958/000119312522217512/d203645d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
PHCF,PHCF#001,manual_verified_historical_identity,"Puhui Wealth Investment Management Co., Ltd.",trading_commencement_or_symbol_lifecycle_lead,2018-12-27,,https://www.sec.gov/Archives/edgar/data/1729089/000121390019011155/f6k060419ex99-1_puhui.htm,SEC lifecycle first-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
TWNP,TWNP#001,manual_verified_historical_identity,Twin Hospitality Group Inc.,operating_lifecycle_terminal_lead,2026-01-26,,https://www.sec.gov/Archives/edgar/data/2011954/000149315226004291/form8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=84; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=8
CLDL,CLDL#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2021-01-08,,https://www.sec.gov/Archives/edgar/data/1424958/000119312521004335/d61180d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
CPAH,CPAH#008,manual_verified_historical_identity,COUNTERPATH CORP,operating_lifecycle_terminal_lead,2021-02-28,,https://www.sec.gov/Archives/edgar/data/1236997/000106299321000546/formdefm14a.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=92; deal_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-2
HJEN,HJEN#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2021-03-25,,https://www.sec.gov/Archives/edgar/data/1424958/000119312521092856/d130273d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
GPAK,GPAK#001,manual_verified_historical_identity,Gamer Pakistan Inc,trading_commencement_or_symbol_lifecycle_lead,2023-09-30,,https://www.sec.gov/Archives/edgar/data/1948884/000165495423014607/gpak_10q.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-1
RIGZ,RIGZ#001,manual_verified_historical_identity,Alpha Architect ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2021-07-20,,https://www.sec.gov/Archives/edgar/data/1592900/000159290021000230/497K_RIGZ.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
SYT,SYT#002,manual_verified_historical_identity,"SYLA Technologies Co., Ltd.",operating_lifecycle_terminal_lead,2025-06-01,,https://www.sec.gov/Archives/edgar/data/1946216/000149315225003328/ex99-1.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-4
ATIS,ATIS#001,manual_verified_historical_identity,Attis Industries Inc.,operating_lifecycle_terminal_lead,2019-11-18,,https://www.sec.gov/Archives/edgar/data/949721/000121390019024200/f8k111419_attisindustries.htm,SEC lifecycle last-anchor triage manual_review_lead score=64; review_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
FMBIP,FMBIP#001,manual_verified_historical_identity,FIRST MIDWEST BANCORP INC,operating_lifecycle_terminal_lead,2022-02-15,,https://www.sec.gov/Archives/edgar/data/702325/000114036122005786/ny20002365x20_8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
FZT,FZT#001,manual_verified_historical_identity,FAST Acquisition Corp. II,operating_lifecycle_terminal_lead,2023-10-05,,https://www.sec.gov/Archives/edgar/data/1839824/000121390023079164/ea185756-8k425_fastacq2.htm,SEC lifecycle last-anchor triage high_confidence_lead score=114; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
NILE,NILE#001,manual_verified_historical_identity,BLUE NILE INC,trading_commencement_or_symbol_lifecycle_lead,2016-12-21,,https://www.sec.gov/Archives/edgar/data/1091171/000119312516804485/d290146ddefm14a.htm,SEC lifecycle first-anchor triage high_confidence_lead score=118; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-9
OTEL,OTEL#006,manual_verified_historical_identity,OTELCO INC.,operating_lifecycle_terminal_lead,2021-03-31,,https://www.sec.gov/Archives/edgar/data/1288359/000110465921044800/tm2111228d1_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=80; review_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
DSCF,DSCF#001,manual_verified_historical_identity,Alpha Architect ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2021-09-15,,https://www.sec.gov/Archives/edgar/data/1592900/000182912621010016/alphaarchitect_485bpos.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=6
FMBIO,FMBIO#001,manual_verified_historical_identity,FIRST MIDWEST BANCORP INC,operating_lifecycle_terminal_lead,2022-02-15,,https://www.sec.gov/Archives/edgar/data/702325/000114036122005786/ny20002365x20_8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
URAX,URAX#001,manual_verified_historical_identity,Tidal Trust II,trading_commencement_or_symbol_lifecycle_lead,2024-05-22,,https://www.sec.gov/Archives/edgar/data/1924868/000199937124006478/defiance2x-497k_052224.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=2
ALACR,ALACR#001,manual_verified_historical_identity,Alberton Acquisition Corp,operating_lifecycle_terminal_lead,2022-04-26,,https://www.sec.gov/Archives/edgar/data/1748621/000121390022015253/ea157144-s4a7_alberton.htm,SEC lifecycle last-anchor triage high_confidence_lead score=114; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
ARDS,ARDS#001,manual_verified_historical_identity,"Aridis Pharmaceuticals, Inc.",operating_lifecycle_terminal_lead,2023-07-19,,https://www.sec.gov/Archives/edgar/data/1614067/000149315223031977/form8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=84; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
BOCH,BOCH#001,manual_verified_historical_identity,Bank of Commerce Holdings,operating_lifecycle_terminal_lead,2021-09-30,,https://www.sec.gov/Archives/edgar/data/702513/000143774921022948/boch20210930_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
EFSH,EFSH#001,manual_verified_historical_identity,1847 Holdings LLC,trading_commencement_or_symbol_lifecycle_lead,2022-08-03,,https://www.sec.gov/Archives/edgar/data/1599407/000121390022044803/f424b40822_1847holdings.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
EGC,EGC#001,manual_verified_historical_identity,"Energy XXI Gulf Coast, Inc.",operating_lifecycle_terminal_lead,2018-10-11,,https://www.sec.gov/Archives/edgar/data/1404973/000114420418053314/tv504666_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=7
FRZA,FRZA#001,manual_verified_historical_identity,"Forza X1, Inc.",operating_lifecycle_terminal_lead,2024-09-30,,https://www.sec.gov/Archives/edgar/data/1901305/000173112224001545/e6007_8-k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=119; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=9
GHLD,GHLD#001,manual_verified_historical_identity,Guild Holdings Co,operating_lifecycle_terminal_lead,2025-11-28,,https://www.sec.gov/Archives/edgar/data/1821160/000110465925116680/tm2532188d4_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
GORV,GORV#001,manual_verified_historical_identity,"Lazydays Holdings, Inc.",operating_lifecycle_terminal_lead,2025-11-18,,https://www.sec.gov/Archives/edgar/data/1721741/000149315225025447/form8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=8
KNW,KNW#002,manual_verified_historical_identity,"USBC, Inc.",trading_commencement_or_symbol_lifecycle_lead,2025-02-26,,https://www.sec.gov/Archives/edgar/data/1074828/000165495425001992/knwn_8k.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=7
OBDE,OBDE#001,manual_verified_historical_identity,Blue Owl Capital Corp III,operating_lifecycle_terminal_lead,2025-01-15,,https://www.sec.gov/Archives/edgar/data/1807427/000162828025000948/obde-20250108.htm,SEC lifecycle last-anchor triage high_confidence_lead score=119; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-2
PEV,PEV#001,manual_verified_historical_identity,PHOENIX MOTOR INC.,operating_lifecycle_terminal_lead,2025-04-10,,https://www.sec.gov/Archives/edgar/data/1879848/000164117225015929/form8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=4
THMO,THMO#001,manual_verified_historical_identity,"ThermoGenesis Holdings, Inc.",operating_lifecycle_terminal_lead,2024-06-17,,https://www.sec.gov/Archives/edgar/data/811212/000143774924019942/thmo20240611_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
VINO,VINO#001,manual_verified_historical_identity,"Gaucho Group Holdings, Inc.",trading_commencement_or_symbol_lifecycle_lead,2021-02-12,,https://www.sec.gov/Archives/edgar/data/1559998/000149315221004191/form424b4.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=5
